run	analyzed	fungi_pct	viruses_pct	bacteria_pct	oomycota_pct	nematoda_pct
SRR28392380	36741700	0.3148	1.9983	0.8088	0.1284	0.0
ERR14043194	24612986	0.0	1.4686	0.4527	0.0	0.0
SRR27373718	40627618	0.0	15.9879	1.7168	0.0	0.0
ERR10962817	13957522	21.8835	0.0	1.8937	0.0	0.0
SRR38897778	20213566	1.1166	61.1649	1.2094	0.0	0.0
SRR19752906	211888	0.0	0.0	0.0	8.0292	0.0
SRR24956721	16168310	0.0	0.0	14.9946	0.0	0.0
SRR6195044	85599563	0.0	6.1971	0.9035	0.0	0.0
SRR22227263	5797334	11.0856	0.0	13.1332	0.0	0.0
SRR22227264	8888067	11.7045	0.0	12.7037	0.0	0.0
SRR5906860	9189946	0.0	1.3803	0.0	0.0	0.0
SRR6676801	20536389	0.0	20.8298	0.0	0.0	0.0
SRR7266119	1698689	1.8734	0.0	0.0	0.0	0.0
SRR24235211	22347355	0.0	17.0622	0.3116	0.0	0.0
SRR25998744	53753527	3.7268	0.0	3.5207	0.0	0.0
SRR26860156	60777559	34.5677	0.0	0.1079	0.0	0.0
SRR35859424	35341002	0.0	15.686	0.4936	0.0	0.0
SRR7267060	1673774	3.076	0.0	0.251	0.0	0.0
SRR31011032	23883845	87.5116	0.0	0.5055	0.0	0.0
SRR33634353	27972571	0.0	8.1576	4.7523	0.0	0.0
SRR33821509	525079208	0.0	4.9984	1.924	0.0	0.0
SRR24695836	34779238	0.0	4.358	0.7886	0.0	0.0
