Run	mode	BioSample	BioProject	SRAStudy	Platform	host	host_pct	library_organism	library_detected	stat_pathogens	stat_hosts	n_pathogens	interaction_status	co_infection_flag	same_genus_secondary	biosample_n_runs	biosample_representative	fungi_pct	virus_pct	bacteria_pct	oomycete_pct	nematode_pct	analyzed
ERR4315197	mal	SAMEA7035839	PRJEB39201	ERP122692	ILLUMINA	Aegilops tauschii subsp. tauschii	11.15	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:8.6%	0	unresolved	single	False	1	True	0.56	0.0	5.75	0.0	0.0	27846329
SRR30278499	mal	SAMN43197555	PRJNA1148379	SRP526958	DNBSEQ	Glycine max	59.04	Phakopsora pachyrhizi	False		Glycine:56.1%; Glycine max:5.0%; Glycine soja:0.4%	0	novel_host_range	single	False	1	True	0.0	0.0	0.0	0.0	0.0	20783252
SRR2134910	mal	SAMN03978764	PRJNA291119	SRP061812	ILLUMINA	Glycine max	1.8	Phytophthora nicotianae	False		Papilionoideae:1.3%; Phaseoleae:0.5%; Glycine max:0.2%; Dalbergieae:0.2%; Cicer arietinum:0.1%	0	novel_host_range	single	False	3	False	0.0	0.0	0.0	0.0	0.0	59760424
SRR8718841	mal	SAMN11111090	PRJNA526829	SRP188298	ILLUMINA	Oryza sativa	83.02	Pyricularia oryzae	False		Oryza sativa:74.7%	0	known	single	False	1	True	0.0	0.0	0.0	0.0	0.0	22327040
SRR8718821	mal	SAMN11111048	PRJNA526829	SRP188298	ILLUMINA	Oryza sativa	66.8	Pyricularia oryzae	False		Oryza sativa:44.1%	0	known	single	False	1	True	0.37	0.0	0.21	0.0	0.0	22027594
SRR18253580	mal	SAMN26502446	PRJNA813432	SRP362848	ILLUMINA	Glycine max	94.04	Heterodera glycines	False		Glycine:90.3%; Glycine max:7.4%; Glycine soja:1.7%	0	known	single	False	1	True	0.0	0.0	0.37	0.0	0.0	55091800
SRR32908619	mal	SAMN18477938	PRJNA926806	SRP420356	ILLUMINA	IRL clade	47.75	Ascochyta lentis	False		IRL clade:39.7%; Fabeae:29.5%; Trifolieae:1.8%; Cicer arietinum:0.5%	0	unresolved	single	False	46	False	0.22	0.0	0.65	0.0	0.0	53445883
SRR18253553	mal	SAMN26502542	PRJNA813432	SRP362848	ILLUMINA	Glycine max	95.43	Heterodera glycines	False		Glycine:92.4%; Glycine max:8.1%; Glycine soja:1.3%	0	known	single	False	1	True	0.0	0.0	0.33	0.0	0.0	60173428
SRR4700429	mal	SAMN04932748	PRJNA320364	SRP092295	ILLUMINA	Mesangiospermae	1.3	Blumeria graminis f. sp. tritici	False		Mesangiospermae:1.3%; eudicotyledons:0.2%	0	unresolved	single	False	1	True	0.0	0.0	0.0	0.0	0.0	9977877
ERR3047564	mal	SAMEA5209062	PRJEB30662	ERP113139	ILLUMINA	Solanum tuberosum	81.81	Synchytrium endobioticum	False		Solaneae:74.3%; Solanum tuberosum:50.1%; Capsicum annuum:0.2%	0	known	single	False	3	False	0.0	0.0	0.0	0.0	0.0	19098467
SRR10897989	mal	SAMN13839809	PRJNA601001	SRP241816	ILLUMINA	Brassica napus	46.37	Sclerotinia sclerotiorum	False		Brassica:25.5%; Brassica napus:3.2%; Brassica rapa:0.9%; Brassica oleracea var. oleracea:0.6%	0	known	single	False	1	True	1.06	0.0	4.32	0.0	0.0	9977518
ERR5960075	mal	SAMEA8804398	PRJEB45236	ERP129312	ILLUMINA	Aegilops tauschii subsp. tauschii	24.86	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:21.4%	0	unresolved	single	False	1	True	0.63	0.0	1.84	0.0	0.0	11721232
ERR4315330	mal	SAMEA7035972	PRJEB39201	ERP122692	ILLUMINA	Aegilops tauschii subsp. tauschii	11.46	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:9.6%	0	unresolved	single	False	1	True	0.26	0.0	6.33	0.0	0.0	17674125
SRR28353116	mal	SAMN38411332	PRJNA1044756	SRP495423	DNBSEQ	Glycine max	97.15	Phytophthora sojae	False		Glycine:92.8%; Glycine max:7.5%; Glycine soja:0.8%	0	known	single	False	1	True	0.0	0.0	0.0	0.0	0.0	23696548
SRR32908608	mal	SAMN18477938	PRJNA926806	SRP420356	ILLUMINA	IRL clade	49.67	Ascochyta lentis	False		IRL clade:41.9%; Fabeae:31.0%; Trifolieae:1.9%; Cicer arietinum:0.5%; Phaseoleae:0.2%	0	unresolved	single	False	46	False	0.0	0.0	0.65	0.0	0.0	70973373
SRR12855415	mal	SAMN16493244	PRJNA670341	SRP287947	ILLUMINA	NPAAA clade	18.2	Fusarium oxysporum f. sp. pisi	False		NPAAA clade:11.1%; IRL clade:7.1%; Phaseoleae:1.9%; Cajanus cajan:0.1%	0	unresolved	single	False	1	True	0.0	0.0	0.82	0.0	0.0	38718471
SRR28353126	mal	SAMN38411314	PRJNA1044756	SRP495423	DNBSEQ	Glycine max	95.56	Phytophthora sojae	False		Glycine:91.1%; Glycine max:7.1%	0	known	single	False	1	True	0.0	0.0	0.14	0.69	0.0	23180531
SRR14226450	mal	SAMN18700413	PRJNA721132	SRP314598	ILLUMINA	Triticodae	54.96	Pyricularia oryzae P131	False		Triticodae:50.7%	0	unresolved	single	False	6	False	1.88	0.0	3.13	0.0	0.0	20827196
ERR6548348	mal	SAMEA9533654	PRJEB46918	ERP131152	ILLUMINA	Glycine max	83.82	Phakopsora pachyrhizi	False		Glycine:79.8%; Glycine max:6.7%; Glycine soja:0.7%	0	novel_host_range	single	False	1	True	0.0	0.0	1.08	0.0	0.0	50500147
ERR4315157	mal	SAMEA7035798	PRJEB39201	ERP122692	ILLUMINA	Aegilops tauschii subsp. tauschii	13.69	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:9.7%	0	unresolved	single	False	1	True	0.24	0.0	1.45	0.0	0.0	20407388
SRR5010593	mal	SAMN05859610	PRJNA347320	SRP093177	ILLUMINA	BOP clade	18.67	Puccinia graminis f. sp. tritici	False		Mesangiospermae:18.4%; Poales:5.6%; BOP clade:1.6%; rosids:0.2%	0	unresolved	single	False	1	True	0.19	0.0	0.0	0.0	0.0	49637432
ERR4315455	mal	SAMEA7036097	PRJEB39201	ERP122692	ILLUMINA	Aegilops tauschii subsp. tauschii	30.25	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:20.8%; rosids:0.2%	0	unresolved	single	False	1	True	0.0	0.0	11.53	0.0	0.0	22741401
SRR28258138	mal	SAMN40299581	PRJNA1085269	SRP493861	ILLUMINA	Zea mays	6.38	Aspergillus flavus	False		Zea mays:5.0%	0	known	single	False	1	True	84.17	0.0	0.39	0.0	0.0	16615817
SRR20324134	mal	SAMN29390816	PRJNA853492	SRP387183	ILLUMINA	Nicotiana tabacum	87.15	Rhizoctonia solani	False		Nicotianoideae:85.0%; Nicotiana tabacum:7.0%; Nicotiana sylvestris:1.2%	0	novel_host_range	single	False	1	True	0.1	0.0	1.69	0.0	0.0	25987296
SRR8606649	mal	SAMN10984767	PRJNA523226	SRP186518	ILLUMINA	Heliantheae alliance	1.83	Bremia lactucae	False		Gunneridae:1.6%; Heliantheae alliance:0.9%; rosids:0.2%; fabids:0.1%	0	unresolved	single	False	3	True	0.0	0.0	0.0	0.0	0.0	51219711
ERR1224558	mal	SAMEA3731367	PRJEB12497	ERP013983	ILLUMINA	BOP clade	16.02	Puccinia striiformis	False		Poaceae:11.3%; BOP clade:6.4%; Brachypodium distachyon:3.7%; Oryzinae:1.5%; Oryza sativa:0.6%; Zea mays:0.3%; rosids:0.2%; Triticinae:0.1%	0	unresolved	single	False	1	True	0.0	0.0	0.14	0.0	0.0	40376671
SRR7224152	mal	SAMN06647476	PRJNA473305	SRP149060	ILLUMINA	Brassica napus	32.25	Verticillium longisporum	False		Brassica:24.1%; Brassica napus:2.8%; Brassica oleracea:0.6%	0	known	single	False	3	False	0.0	0.0	0.0	0.0	0.0	30901934
ERR4315405	mal	SAMEA7036047	PRJEB39201	ERP122692	ILLUMINA	Aegilops tauschii subsp. tauschii	21.31	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:17.7%; eudicotyledons:0.1%	0	unresolved	single	False	1	True	0.15	0.0	12.22	0.0	0.0	16572548
SRR39231471	mal	SAMN60980695	PRJNA1479505	SRP710910	ILLUMINA	Glycine max	86.15	Phytophthora sojae	False		Glycine:81.0%; Glycine max:4.8%; Glycine soja:1.8%	0	known	single	False	18	False	0.0	0.0	0.21	5.77	0.0	12737794
ERR9651304	mal	SAMEA13818345	PRJEB51980	ERP136648	ILLUMINA	Triticum aestivum	75.86	Fusarium graminearum PH-1	False		Triticinae:68.0%; Triticum:39.5%; Triticum aestivum:6.9%; Triticum dicoccoides:1.5%; Aegilops tauschii subsp. strangulata:0.2%	0	known	single	False	1	True	0.0	0.0	0.91	0.0	0.0	60048506
ERR4315514	mal	SAMEA7036156	PRJEB39201	ERP122692	ILLUMINA	Mesangiospermae	4.1	Puccinia striiformis f. sp. tritici	False		Mesangiospermae:3.7%	0	unresolved	single	False	1	True	5.75	0.0	6.85	0.0	0.0	11663232
ERR8571432	mal	SAMEA12991619	PRJEB50522	ERP135111	ILLUMINA	Triticum dicoccoides	42.43	Puccinia striiformis f. sp. tritici	False		Triticinae:36.4%; Triticum:20.5%; Triticum dicoccoides:0.9%	0	novel_host_range	single	False	1	True	0.0	0.0	10.39	0.0	0.0	20294819
ERR3500526	mal	SAMEA5920107	PRJEB34186	ERP117056	ILLUMINA	Triticodae	49.84	Pyrenophora teres f. teres	False		Triticodae:43.3%; Triticinae:1.1%	0	unresolved	single	False	4	False	0.24	0.0	2.1	0.0	0.0	46394124
SRR33826854	mal	SAMN48892058	PRJNA1272045	SRP589852	ILLUMINA	Solanum lycopersicum	72.11	Ralstonia pseudosolanacearum	False		Solanum subgen. Lycopersicon:60.0%; Solanum lycopersicum:40.9%	0	known	single	False	1	True	0.0	0.0	19.51	0.0	0.0	41755978
SRR1587414	mal	SAMN03003178	PRJNA250530	SRP047598	ILLUMINA	Zea mays	93.39	Exserohilum turcicum	False		Zea mays:85.1%; Sorghum bicolor:0.2%	0	known	single	False	24	False	0.0	0.0	0.42	0.0	0.0	48297303
SRR5145316	mal	SAMN06203081	PRJNA358831	SRP096020	ILLUMINA	Solanum tuberosum	82.38	Ralstonia solanacearum	False		Solaneae:67.4%; Solanum tuberosum:38.6%; Nicotianoideae:0.6%	0	known	single	False	1	True	0.0	0.0	2.44	0.0	0.0	23473454
ERR4315403	mal	SAMEA7036045	PRJEB39201	ERP122692	ILLUMINA	PACMAD clade	38.43	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:33.0%; PACMAD clade:0.1%	0	unresolved	single	False	1	True	0.0	0.0	4.4	0.0	0.0	25118917
SRR27482745	mal	SAMN39335221	PRJNA1063333	SRP482935	ILLUMINA	Ipomoea triloba	76.72	Ceratocystis fimbriata	False		Convolvulaceae:74.9%; Ipomoea triloba:45.6%; Ipomoea nil:5.2%	0	unresolved	single	False	1	True	0.11	0.21	3.09	0.0	0.0	65208348
ERR13159121	mal	SAMEA115652388	PRJEB75530	ERP160107	ILLUMINA	Triticum aestivum	93.4	Fusarium graminearum PH-1	False		Triticinae:80.5%; Triticum:43.8%; Triticum aestivum:6.0%; Triticum dicoccoides:1.2%	0	known	single	False	1	True	0.0	0.0	0.55	0.0	0.0	22659049
SRR3999590	mal	SAMN05511385	PRJNA336478	SRP080917	ILLUMINA	Vitis vinifera	73.43	Botrytis cinerea	False		Vitis vinifera:71.7%	0	known	single	False	1	True	0.0	1.79	0.0	0.0	0.0	26185521
SRR16820815	mal	SAMN22934769	PRJNA778051	SRP344701	ILLUMINA	Mesangiospermae	8.95	Sporisorium scitamineum	False		Mesangiospermae:6.6%; rosids:2.2%; Brassica:0.4%; fabids:0.1%	0	unresolved	single	False	1	True	3.28	0.0	12.5	0.0	0.0	71235704
ERR9656888	mal	SAMEA13818131	PRJEB51980	ERP136648	ILLUMINA	Triticum aestivum	64.9	Fusarium graminearum PH-1	False		Triticinae:56.8%; Triticum:32.6%; Triticum aestivum:5.8%; Aegilops tauschii subsp. strangulata:0.2%; eudicotyledons:0.1%	0	known	single	False	1	True	2.2	0.0	1.22	0.0	0.0	58114920
SRR30278507	mal	SAMN43197548	PRJNA1148379	SRP526958	DNBSEQ	Glycine max	63.22	Phakopsora pachyrhizi	False		Glycine:60.5%; Glycine max:5.4%; Glycine soja:0.5%	0	novel_host_range	single	False	1	True	0.21	0.18	0.0	0.0	0.0	20322082
SRR1916190	mal	SAMN03360942	PRJNA278013	SRP056184	ILLUMINA	Gossypium hirsutum	92.32	Salmonella enterica	False		Gossypium:90.3%; Gossypium hirsutum:35.3%; Gossypium raimondii:2.9%	0	novel_host_range	single	False	1	True	0.0	0.0	0.0	0.0	0.0	24062231
SRR29437236	mal	SAMN41829226	PRJNA1118412	SRP514138	ILLUMINA	Solanum lycopersicum	72.62	Fulvia fulva	False		Solanum subgen. Lycopersicon:54.6%; Solanum lycopersicum:30.6%; Solanum pennellii:0.4%	0	known	single	False	1	True	0.0	0.0	4.43	0.0	0.0	148730029
SRR8465318	mal	SAMN10781094	PRJNA516028	SRP180767	ILLUMINA	Solanum lycopersicum	23.76	Phytophthora infestans	False		Solaneae:20.4%; Solanum lycopersicum:6.3%	0	known	single	False	1	True	0.0	0.0	0.73	0.0	0.0	97210813
ERR3500504	mal	SAMEA5920102	PRJEB34186	ERP117056	ILLUMINA	Triticodae	45.92	Pyrenophora teres f. teres	False		Triticodae:39.7%; Triticinae:1.0%	0	unresolved	single	False	4	False	0.29	0.0	4.79	0.0	0.0	50617351
ERR6548358	mal	SAMEA9533663	PRJEB46918	ERP131152	ILLUMINA	Viridiplantae	1.32	Phakopsora pachyrhizi	False		Viridiplantae:1.3%	0	unresolved	single	False	1	True	0.12	0.6	0.96	0.0	0.0	45914822
SRR18253569	mal	SAMN26502447	PRJNA813432	SRP362848	ILLUMINA	Glycine max	95.54	Heterodera glycines	False		Glycine:92.4%; Glycine max:8.0%; Glycine soja:1.1%	0	known	single	False	1	True	0.0	0.0	0.4	0.0	0.0	51152591
SRR32908648	mal	SAMN16869256	PRJNA926806	SRP420356	ILLUMINA	IRL clade	49.38	Ascochyta lentis	False		IRL clade:41.8%; Fabeae:30.8%; Trifolieae:2.0%; Trifolium pratense:0.8%; Cicer arietinum:0.5%; Phaseoleae:0.2%	0	unresolved	single	False	45	False	0.0	0.0	0.84	0.0	0.0	45606646
SRR15044364	mal	SAMN20054363	PRJNA743515	SRP326846	ILLUMINA	Triticinae	73.54	Bipolaris sorokiniana	False		Triticinae:55.3%	0	unresolved	single	False	1	True	0.67	0.0	0.82	0.0	0.0	28922972
ERR10108639	mal	SAMEA110691676	PRJEB55233	ERP140116	ILLUMINA	Triticum aestivum	40.78	Pyricularia oryzae	False		Triticinae:38.0%; Triticum:23.1%; Triticum aestivum:4.5%; Triticum dicoccoides:1.2%	0	known	single	False	1	True	45.86	0.0	0.8	0.0	0.0	20614969
ERR4315496	mal	SAMEA7036138	PRJEB39201	ERP122692	ILLUMINA	Aegilops tauschii subsp. tauschii	23.42	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:20.7%	0	unresolved	single	False	1	True	0.28	0.0	1.05	0.0	0.0	21141638
SRR8718846	mal	SAMN11111085	PRJNA526829	SRP188298	ILLUMINA	Oryza sativa	69.6	Pyricularia oryzae	False		Oryza sativa:53.2%	0	known	single	False	1	True	0.33	0.0	0.15	0.0	0.0	21817766
SRR32938328	mal	SAMN47734581	PRJNA1244880	SRP575731	ILLUMINA	Solanum lycopersicum	61.39	Phytophthora capsici	False		Solanum subgen. Lycopersicon:51.3%; Solanum lycopersicum:31.3%	0	known	single	False	1	True	5.39	0.0	0.62	2.2	0.0	141672371
ERR8571385	mal	SAMEA12991572	PRJEB50522	ERP135111	ILLUMINA	Triticum aestivum	66.76	Puccinia striiformis f. sp. tritici	False		Triticinae:59.8%; Triticum:34.0%; Triticum aestivum:5.6%; Aegilops tauschii subsp. strangulata:0.2%	0	known	single	False	1	True	0.0	0.0	3.72	0.0	0.0	23619913
SRR2134892	mal	SAMN03978768	PRJNA291119	SRP061812	ILLUMINA	Papilionoideae	1.71	Phytophthora nicotianae	False		Papilionoideae:1.2%; Phaseoleae:0.5%	0	unresolved	single	False	3	False	0.0	0.0	0.0	0.0	0.0	60765498
SRR3999591	mal	SAMN05511386	PRJNA336478	SRP080917	ILLUMINA	Vitis vinifera	73.03	Botrytis cinerea	False		Vitis vinifera:71.3%	0	known	single	False	1	True	0.0	0.42	0.0	0.0	0.0	31972286
SRR6942218	mal	SAMN06314452	PRJNA373348	SRP137326	ILLUMINA	Zea mays	92.89	Exserohilum turcicum	False		Zea mays:84.3%; Sorghum bicolor:0.2%	0	known	single	False	1	True	0.29	0.0	0.0	0.0	0.0	54878236
SRR33379554	mal	SAMN48207003	PRJNA1256908	SRP582240	ILLUMINA	Capsicum annuum	56.47	Phytophthora capsici	False		Capsicum annuum:40.1%; rosids:0.2%	0	known	single	False	27	True	0.0	0.0	2.04	0.0	0.0	17185264
ERR5696298	mal	SAMEA8550322	PRJEB44222	ERP128248	ILLUMINA	Glycine max	83.41	Phakopsora pachyrhizi	False		Glycine:81.5%; Glycine max:11.2%; Glycine soja:0.5%	0	novel_host_range	single	False	6	True	0.0	0.0	1.25	0.0	0.0	5124129
SRR8718843	mal	SAMN11111088	PRJNA526829	SRP188298	ILLUMINA	Oryza sativa	65.74	Pyricularia oryzae	False		Oryza sativa:51.7%	0	known	single	False	1	True	0.2	0.0	0.14	0.0	0.0	21954880
ERR4315603	mal	SAMEA7036246	PRJEB39201	ERP122692	ILLUMINA	Viridiplantae	15.88	Puccinia striiformis f. sp. tritici	False		Viridiplantae:15.9%	0	unresolved	single	False	1	True	0.29	0.0	10.05	0.0	0.0	18002694
ERR5696247	mal	SAMEA8550313	PRJEB44222	ERP128248	ILLUMINA	Glycine max	64.62	Phakopsora pachyrhizi	False		Glycine:63.8%; Glycine max:9.0%; Glycine soja:0.7%	0	novel_host_range	single	False	6	False	0.0	0.0	2.09	0.0	0.0	6037316
ERR4315342	mal	SAMEA7035984	PRJEB39201	ERP122692	ILLUMINA	Aegilops tauschii subsp. tauschii	22.4	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:15.2%; rosids:0.1%	0	unresolved	single	False	1	True	0.12	0.0	7.27	0.0	0.0	20811317
ERR3170245	mal	SAMEA5366367	PRJEB31334	ERP113880	ILLUMINA	Triticum aestivum	55.35	Puccinia striiformis	False		Triticinae:41.6%; Triticum aestivum:10.3%	0	known	single	False	1	True	0.47	0.0	3.2	0.0	0.0	22724957
SRR5714718	mal	SAMN07257471	PRJNA391093	SRP109780	ILLUMINA	Solanum tuberosum	84.11	Alternaria solani	False		Solaneae:74.9%; Solanum tuberosum:46.9%; Solanum pennellii:0.8%; Solanum lycopersicum:0.6%	0	known	single	False	1	True	0.29	0.0	0.0	0.0	0.0	23069547
SRR18253590	mal	SAMN26502501	PRJNA813432	SRP362848	ILLUMINA	Glycine max	96.73	Heterodera glycines	False		Glycine:93.7%; Glycine max:8.1%; Glycine soja:1.2%	0	known	single	False	1	True	0.0	0.0	0.33	0.0	0.0	62022343
SRR20408723	mal	SAMN29889033	PRJNA861388	SRP387761	ILLUMINA	Oryza sativa	1.15	Pseudomonas aeruginosa	False		Oryza sativa:0.9%	0	novel_host_range	single	False	1	True	0.0	0.0	98.52	0.0	0.0	9955070
ERR15005531	mal	SAMEA117593015	PRJEB84390	ERP167864	ILLUMINA	Triticum aestivum	24.71	Puccinia triticina	False		Triticinae:20.8%; Triticum aestivum:1.8%	0	known	single	False	1	True	33.51	2.45	11.25	0.0	0.0	24409542
SRR21386576	mal	SAMN30559765	PRJNA874673	SRP395197	ILLUMINA	Arabidopsis thaliana	91.66	Colletotrichum higginsianum	False		Arabidopsis thaliana:79.1%; fabids:0.2%	0	known	single	False	12	False	0.41	0.0	0.32	0.0	0.0	35644145
SRR32938357	mal	SAMN47734608	PRJNA1244880	SRP575731	ILLUMINA	Vicia villosa	12.81	Phytophthora capsici	False		Fabeae:9.3%; Vicia villosa:3.9%	0	unresolved	single	False	1	True	2.64	0.0	0.84	2.04	0.0	88131293
SRR33379594	mal	SAMN48207002	PRJNA1256908	SRP582240	ILLUMINA	Capsicum annuum	89.71	Phytophthora capsici	False		Capsicum annuum:76.0%; Solaneae:0.1%	0	known	single	False	27	False	0.0	0.0	0.44	0.0	0.0	9007830
SRR23606909	mal	SAMN33431562	PRJNA938293	SRP424359	ILLUMINA	Salicaceae	6.51	Cytospora chrysosperma	False		Salicaceae:6.4%	0	unresolved	single	False	1	True	12.26	0.0	0.93	0.0	0.0	22434694
SRR18253623	mal	SAMN26502444	PRJNA813432	SRP362848	ILLUMINA	Glycine max	95.65	Heterodera glycines	False		Glycine:92.6%; Glycine max:7.9%; Glycine soja:1.3%	0	known	single	False	1	True	0.0	0.0	0.49	0.0	0.0	60170287
SRR3233289	mal	SAMN04516555	PRJNA313195	SRP071895	ILLUMINA	BOP clade	14.78	Puccinia graminis f. sp. tritici	False		Poaceae:11.8%; BOP clade:7.1%; Brachypodium distachyon:4.0%; Panicoideae:1.9%; Oryza sativa:0.8%; Sorghum bicolor:0.2%; rosids:0.1%	0	unresolved	single	False	21	False	0.0	0.0	0.42	0.0	0.0	32242758
ERR5696267	mal	SAMEA8550317	PRJEB44222	ERP128248	ILLUMINA	Glycine max	85.98	Phakopsora pachyrhizi	False		Glycine:84.4%; Glycine max:11.2%; Glycine soja:0.5%	0	novel_host_range	single	False	6	False	0.0	0.0	0.79	0.0	0.0	5821133
SRR34575283	mal	SAMN50010352	PRJNA1292970	SRP601665	ILLUMINA	Triticum aestivum	36.26	Puccinia graminis f. sp. tritici	False		Triticinae:32.4%; Triticum:19.1%; Triticum aestivum:2.8%	0	known	single	False	1	True	37.72	0.0	0.66	0.0	0.0	9241097
ERR1607806	mal	SAMEA4415724	PRJEB15280	ERP016995	ILLUMINA	BOP clade	3.53	Puccinia striiformis	False		Mesangiospermae:3.5%; Poales:1.1%; BOP clade:0.4%; eudicotyledons:0.2%; rosids:0.1%	0	unresolved	single	False	1	True	0.69	0.0	0.52	0.0	0.0	16294950
SRR28258091	mal	SAMN40299539	PRJNA1085269	SRP493861	ILLUMINA	Zea mays	5.23	Aspergillus flavus	False		Zea mays:3.0%	0	known	single	False	1	True	78.64	0.0	1.75	0.0	0.0	13668647
ERR3500538	mal	SAMEA5920110	PRJEB34186	ERP117056	ILLUMINA	Triticodae	48.78	Pyrenophora teres f. teres	False		Triticodae:42.8%; Triticinae:1.1%	0	unresolved	single	False	4	False	0.39	0.0	2.03	0.0	0.0	45183215
SRR18253621	mal	SAMN26502442	PRJNA813432	SRP362848	ILLUMINA	Glycine max	95.94	Heterodera glycines	False		Glycine:92.8%; Glycine max:8.0%; Glycine soja:1.8%	0	known	single	False	1	True	0.0	0.0	0.34	0.0	0.0	56055995
SRR32817851	mal	SAMN47446219	PRJNA1237996	SRP572415	ILLUMINA	Triticum aestivum	79.04	Blumeria graminis f. sp. tritici	False		Triticinae:74.9%; Triticum:45.4%; Triticum aestivum:8.6%; Triticum dicoccoides:1.3%; Triticum urartu:0.2%	0	known	single	False	1	True	0.0	0.0	0.76	0.0	0.0	34638705
SRR34026582	mal	SAMN49375712	PRJNA1279063	SRP592876	ILLUMINA	PACMAD clade	12.35	Pyricularia oryzae	False		Poaceae:10.8%; PACMAD clade:6.4%; Panicoideae:2.8%; Panicodae:1.4%; Pooideae:1.0%; Andropogonodae:0.6%; Triticinae:0.2%; eudicotyledons:0.1%	0	unresolved	single	False	1	True	0.38	0.0	0.39	0.0	0.0	15818607
SRR34575242	mal	SAMN50010398	PRJNA1292970	SRP601665	ILLUMINA	Triticinae	29.58	Puccinia graminis f. sp. tritici	False		Triticinae:24.4%; rosids:0.1%	0	unresolved	single	False	1	True	26.07	0.0	2.12	0.0	0.0	33632625
SRR37959385	mal	SAMN57115742	PRJNA1007488	SRP689638	ILLUMINA	Mangifera indica	90.78	Colletotrichum asianum	False		Mangifera indica:85.1%	0	known	single	False	1	True	0.0	0.0	0.44	0.0	0.0	16088088
SRR31839224	mal	SAMN45964850	PRJNA1202856	SRP554064	ILLUMINA	Zea mays	39.38	Fusarium graminearum	False		Zea mays:35.7%	0	known	single	False	1	True	53.06	2.26	0.38	0.0	0.0	30162237
SRR33330124	mal	SAMN47951711	PRJNA1250817	SRP581651	ILLUMINA	Triticum	54.44	Puccinia striiformis f. sp. tritici	False		Triticum:28.2%; eudicotyledons:1.5%; fabids:0.1%	0	novel_host_range	single	False	1	True	6.39	0.43	3.87	0.0	0.0	39192437
SRR5010589	mal	SAMN05859626	PRJNA347320	SRP093177	ILLUMINA	BOP clade	6.36	Puccinia graminis f. sp. tritici	False		Poales:5.1%; BOP clade:3.0%; Brachypodium distachyon:1.9%; Andropogonodae:0.4%; Oryza brachyantha:0.2%; Brassica rapa:0.1%	0	unresolved	single	False	1	True	0.91	0.0	0.7	0.0	0.0	52443831
SRR3233297	mal	SAMN04516555	PRJNA313195	SRP071895	ILLUMINA	BOP clade	14.81	Puccinia graminis f. sp. tritici	False		Poaceae:12.1%; BOP clade:7.2%; Brachypodium distachyon:4.0%; Panicoideae:2.0%; Oryza sativa:0.8%; Gunneridae:0.4%	0	unresolved	single	False	21	False	0.21	0.0	0.6	0.0	0.0	30797101
SRR25015529	mal	SAMN35891099	PRJNA987192	SRP445670	ILLUMINA	Malus domestica	25.82	Cytospora mali	False		Maleae:22.8%; Malus:10.6%; Malus domestica:1.1%	0	known	single	False	1	True	0.0	0.0	0.63	0.0	0.0	21194929
SRR1141093	mal	SAMN02595508	PRJNA230463	SRP035629	LS454	Vitis vinifera	90.54	Plasmopara viticola	False		Vitis vinifera:85.8%	0	known	single	False	1	True	0.0	0.0	0.0	0.0	0.0	164107
ERR1607818	mal	SAMEA4415736	PRJEB15280	ERP016995	ILLUMINA	Mesangiospermae	2.09	Puccinia striiformis	False		Mesangiospermae:2.0%; rosids:0.1%	0	unresolved	single	False	1	True	0.33	0.0	0.82	0.0	0.0	19194647
ERR4315209	mal	SAMEA7035851	PRJEB39201	ERP122692	ILLUMINA	Aegilops tauschii subsp. tauschii	12.56	Puccinia striiformis f. sp. tritici	False		Aegilops tauschii subsp. tauschii:9.4%	0	unresolved	single	False	1	True	0.0	0.0	5.37	0.0	0.0	20059657
SRR8465323	mal	SAMN10781103	PRJNA516028	SRP180767	ILLUMINA	Solanum lycopersicum	10.1	Phytophthora infestans	False		Solaneae:8.8%; Solanum lycopersicum:2.7%	0	known	single	False	1	True	0.0	0.0	0.59	0.0	0.0	22709145
SRR17940170	mal	SAMN25186331	PRJNA799676	SRP358918	BGISEQ	Triticum aestivum	86.04	Fusarium graminearum	False		Triticinae:75.2%; Triticum:41.4%; Triticum aestivum:6.4%; Triticum dicoccoides:1.6%; Aegilops tauschii subsp. strangulata:0.2%	0	known	single	False	1	True	0.0	0.0	0.4	0.0	0.0	25911710
SRR33826853	mal	SAMN48892057	PRJNA1272045	SRP589852	ILLUMINA	Solanum lycopersicum	80.81	Ralstonia pseudosolanacearum	False		Solanum subgen. Lycopersicon:67.5%; Solanum lycopersicum:46.0%; Solanum pennellii:0.6%	0	known	single	False	1	True	0.0	0.0	10.59	0.0	0.0	41828215
