stratum	Run	mode	BioSample	BioProject	named_host	host_pct	euk_pct	fungi_pct	oomycete_pct	stat_pathogens	co_infection_flag	same_genus_secondary	llm_treatment	llm_study_setting	expected
I	SRR31657366	mal	SAMN45361706	PRJNA1196143	Viridiplantae	1.14	60.51	60.51	0.0	Fusarium odoratissimum:2.8%	multi_species	True	unclear	unclear	same-genus secondary (LCA collapse test)
I	SRR19050457	hal	SAMN28054035	PRJNA834642	Malus domestica	80.95	9.84	9.84	0.0	Fusarium proliferatum:3.1%; Fusarium fujikuroi:0.4%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR21484393	hal	SAMN30355431	PRJNA870250	Cicer arietinum	76.39	10.98	10.98	0.0	Fusarium proliferatum:2.5%; Fusarium solani:1.7%; Fusarium fujikuroi:0.1%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR15853902	hal	SAMN21396822	PRJNA762492	Pyrus pyrifolia	3.62	89.33	89.33	0.0	Penicillium expansum:78.3%; Penicillium digitatum:0.2%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR31639278	hal	SAMN44877728	PRJNA1189193	Hordeum vulgare	82.15	5.4	5.4	0.0	Fusarium proliferatum:1.1%; Fusarium fujikuroi:0.1%	multi_species	True	abiotic_stress	field	same-genus secondary (LCA collapse test)
I	SRR15742937	hal	SAMN21322327	PRJNA761393	Cicer arietinum	11.97	14.93	0.15	14.78	Phytophthora sojae:6.0%; Phytophthora parasitica:1.6%; Phytophthora infestans:1.1%	multi_species	True			same-genus secondary (LCA collapse test)
I	ERR15005458	mal	SAMEA117592935	PRJEB84390	Triticum turgidum	33.08	20.89	20.89	0.0	Puccinia triticina:18.8%; Puccinia graminis:0.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR7644352	hal	SAMN09765785	PRJNA484520	Triticum aestivum	19.31	62.93	62.93	0.0	Fusarium graminearum:41.8%; Fusarium pseudograminearum:0.7%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR364398	mal	SAMN00754071	PRJNA148307	Arabidopsis thaliana	65.02	1.58	1.58	0.0	Colletotrichum graminicola:0.3%	multi_species	True	host_study	lab	same-genus secondary (LCA collapse test)
I	SRR37513062	hal	SAMN56370188	PRJNA1433507	Beta vulgaris	81.0	10.62	10.62	0.0	Cercospora beticola:9.3%; Cercospora kikuchii:0.1%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR21997280	hal	SAMN31395519	PRJNA892753	Pinus massoniana	0.19	23.0	23.0	0.0	Fusarium oxysporum:3.9%; Fusarium oxysporum NRRL 32931:0.7%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	ERR15005495	mal	SAMEA117592972	PRJEB84390	Triticum turgidum	29.94	26.82	26.82	0.0	Puccinia graminis:0.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR29077174	mal	SAMN41447199	PRJNA1113144	Musa acuminata	47.26	18.55	18.55	0.0	Fusarium odoratissimum:5.9%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR364393	mal	SAMN00754067	PRJNA148307	Arabidopsis thaliana	63.36	0.99	0.99	0.0	Colletotrichum graminicola:0.2%	multi_species	True	host_study	lab	same-genus secondary (LCA collapse test)
I	SRR16611307	hal	SAMN22636309	PRJNA775969	Solanum lycopersicum	57.84	36.93	36.93	0.0	Fusarium oxysporum:19.2%; Fusarium oxysporum f. sp. lycopersici:11.4%; Fusarium oxysporum NRRL 32931:0.2%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR23815958	mal	SAMN33724369	PRJNA643593	Populus trichocarpa	15.62	56.18	56.18	0.0	Fusarium pseudograminearum:24.2%; Fusarium graminearum:5.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR12329589	mal	SAMN14751196	PRJNA628751	Camellia sinensis	57.43	21.09	21.09	0.0	Colletotrichum fructicola:17.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR23373671	mal	SAMN33179785	PRJNA932159	Piper nigrum	1.87	6.81	0.0	6.81	Phytophthora infestans:1.0%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	ERR3856832	mal	SAMEA6512698	PRJEB36485	Aegilops tauschii subsp. tauschii	9.67	0.64	0.64	0.0	Puccinia graminis:0.5%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR28763244	mal	SAMN40926579	PRJNA1092066	Lactuca sativa	86.91	8.22	8.22	0.0	Fusarium oxysporum:1.8%; Fusarium odoratissimum:0.5%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR16526241	mal	SAMN22064444	PRJNA768796	Aegilops tauschii subsp. tauschii	2.66	90.96	90.96	0.0	Fusarium graminearum:62.3%; Fusarium pseudograminearum:0.5%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR19752911	hal	SAMN29207165	PRJNA850943	Capsicum annuum	0.9	14.61	0.0	14.61	Phytophthora parasitica:3.4%; Phytophthora sojae:2.2%; Phytophthora infestans:1.4%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR13823999	hal	SAMN18105245	PRJNA705878	Arabidopsis thaliana	1.45	69.06	69.06	0.0	Fusarium oxysporum:21.9%; Fusarium oxysporum f. sp. lycopersici:7.1%; Fusarium oxysporum NRRL 32931:2.7%; Fusarium verticillioides 7600:0.2%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR15607730	hal	SAMN20970462	PRJNA757692	Cicer arietinum	82.15	3.29	0.0	3.29	Phytophthora sojae:1.2%; Phytophthora parasitica:0.4%; Phytophthora infestans:0.2%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR7753256	mal	SAMN09910614	PRJNA487807	Malus pumila	78.67	14.42	14.42	0.0	Penicillium expansum:9.8%; Penicillium digitatum:0.2%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR15742935	hal	SAMN21322325	PRJNA761393	Cicer arietinum	60.71	7.24	0.0	7.24	Phytophthora sojae:2.9%; Phytophthora parasitica:0.8%; Phytophthora infestans:0.4%	multi_species	True			same-genus secondary (LCA collapse test)
I	SRR22272462	hal	SAMN31710650	PRJNA901343	Nicotiana tabacum	66.17	29.91	0.0	29.91	Phytophthora parasitica:28.6%; Phytophthora infestans:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR15607726	hal	SAMN20970458	PRJNA757692	Cicer arietinum	40.07	10.75	0.0	10.75	Phytophthora sojae:4.4%; Phytophthora parasitica:1.2%; Phytophthora infestans:0.7%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	ERR10887003	hal	SAMEA112356048	PRJEB59062	Triticum aestivum	71.2	23.16	23.16	0.0	Fusarium graminearum:16.5%; Fusarium pseudograminearum:0.2%	multi_species	True			same-genus secondary (LCA collapse test)
I	SRR29077178	mal	SAMN41447203	PRJNA1113144	Musa acuminata	34.43	45.9	45.9	0.0	Fusarium odoratissimum:15.7%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	ERR5960065	mal	SAMEA8804388	PRJEB45236	Aegilops tauschii subsp. tauschii	22.76	0.71	0.71	0.0	Puccinia graminis:0.6%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR38355262	hal	SAMN57531722	PRJNA1458989	Atractylodes macrocephala	74.38	5.37	5.37	0.0	Fusarium oxysporum:1.8%; Fusarium oxysporum f. sp. lycopersici:0.2%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR6123555	hal	SAMN07728375	PRJNA412801	Linum usitatissimum	1.26	28.74	28.74	0.0	Fusarium oxysporum:20.1%; Fusarium verticillioides 7600:0.6%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR27276430	hal	SAMN38912754	PRJNA1054220	Glycine max	92.68	3.68	3.68	0.0	Fusarium proliferatum:0.3%; Fusarium verticillioides 7600:0.1%	multi_species	True	abiotic_stress	lab	same-genus secondary (LCA collapse test)
I	SRR5904040	mal	SAMN07454245	PRJNA397359	Solanum lycopersicum	88.84	3.24	3.24	0.0	Fusarium oxysporum:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	DRR745645	hal	SAMD01572481	PRJDB33989	Mangifera indica	74.01	18.97	18.97	0.0	Colletotrichum siamense:3.2%; Colletotrichum fructicola:0.4%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR32938337	mal	SAMN47734590	PRJNA1244880	Cucurbiteae	27.99	15.39	7.62	7.77	Phytophthora infestans:0.9%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR8742259	hal	SAMN11158581	PRJNA527733	Zea mays	85.58	3.85	3.85	0.0	Fusarium verticillioides 7600:2.4%; Fusarium fujikuroi:0.5%; Bipolaris maydis:0.1%	multi_species	True	host_study	lab	same-genus secondary (LCA collapse test)
I	SRR35021628	hal	SAMN49997807	PRJNA1306308	Capsicum annuum	42.54	11.19	0.2	10.99	Phytophthora sojae:2.2%; Phytophthora infestans:1.4%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR15607740	hal	SAMN20970473	PRJNA757692	Cicer arietinum	13.73	12.85	0.0	12.85	Phytophthora sojae:5.2%; Phytophthora parasitica:1.5%; Phytophthora infestans:1.0%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR21098347	hal	SAMN30355689	PRJNA870262	Solanum lycopersicum	88.0	3.8	3.8	0.0	Fusarium oxysporum:2.4%; Fusarium oxysporum f. sp. lycopersici:1.4%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR35559017	hal	SAMN51759652	PRJNA1332781	Gossypium barbadense	83.78	12.17	12.17	0.0	Fusarium oxysporum:2.8%; Fusarium oxysporum f. sp. lycopersici:0.8%; Fusarium oxysporum Fo47:0.5%	multi_species	True	host_study	lab	same-genus secondary (LCA collapse test)
I	SRR13824035	hal	SAMN18105309	PRJNA705878	Arabidopsis thaliana	2.82	58.85	58.85	0.0	Fusarium oxysporum:18.2%; Fusarium oxysporum f. sp. lycopersici:5.8%; Fusarium oxysporum NRRL 32931:2.1%; Fusarium verticillioides 7600:0.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR12329590	mal	SAMN14751196	PRJNA628751	Camellia sinensis	53.16	22.93	22.93	0.0	Colletotrichum fructicola:18.7%; Colletotrichum higginsianum:0.2%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	ERR3500545	mal	SAMEA5920112	PRJEB34186	Hordeum vulgare	47.98	0.9	0.9	0.0	Pyrenophora tritici-repentis:0.6%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR11947555	hal	SAMN15097763	PRJNA636958	Arabidopsis thaliana	64.54	31.22	31.22	0.0	Verticillium dahliae:22.7%; Verticillium nonalfalfae:0.3%	multi_species	True	unclear	unclear	same-genus secondary (LCA collapse test)
I	SRR579535	mal	SAMN01737612	PRJNA176472	Brachypodium distachyon	6.19	1.29	1.29	0.0	Puccinia graminis:0.8%	multi_species	True	host_study	lab	same-genus secondary (LCA collapse test)
I	SRR4875322	mal	SAMN05970484	PRJNA352342	Oryza sativa	7.62	6.59	6.59	0.0	Fusarium verticillioides 7600:1.4%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR29077173	mal	SAMN41447198	PRJNA1113144	Musa acuminata	48.05	19.33	19.33	0.0	Fusarium odoratissimum:6.4%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	ERR3188466	mal	SAMEA5366285	PRJEB31334	Triticum aestivum	33.19	2.54	2.54	0.0	Puccinia striiformis:0.8%; Puccinia graminis f. sp. tritici CRL 75-36-700-3:0.2%	multi_species	True	single	field	same-genus secondary (LCA collapse test)
I	ERR15005453	mal	SAMEA117592930	PRJEB84390	Triticum turgidum	7.2	26.78	26.78	0.0	Puccinia graminis:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR19050459	hal	SAMN28054037	PRJNA834642	Malus domestica	81.98	9.52	9.52	0.0	Fusarium proliferatum:2.9%; Fusarium fujikuroi:0.3%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR13824033	hal	SAMN18105294	PRJNA705878	Arabidopsis thaliana	13.59	55.87	55.87	0.0	Fusarium oxysporum f. sp. lycopersici:4.8%; Fusarium oxysporum NRRL 32931:2.6%; Fusarium verticillioides:1.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR13872294	mal	SAMN18192684	PRJNA383548	Fragaria x ananassa	43.26	7.98	0.0	7.98	Phytophthora infestans:2.5%; Phytophthora parasitica:1.4%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR4875317	mal	SAMN05970487	PRJNA352342	Oryza sativa	5.68	6.82	6.82	0.0	Fusarium verticillioides 7600:1.5%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR364409	mal	SAMN00754076	PRJNA148307	Arabidopsis thaliana	20.1	7.01	7.01	0.0	Colletotrichum graminicola:1.4%; Colletotrichum gloeosporioides:0.4%	multi_species	True	host_study	lab	same-genus secondary (LCA collapse test)
I	SRR14467143	hal	SAMN19068986	PRJNA728113	Hordeum vulgare	40.37	7.14	7.14	0.0	Fusarium graminearum:2.9%; Fusarium pseudograminearum:0.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR10209329	hal	SAMN12859798	PRJNA574559	Solanum tuberosum	85.87	1.3	1.3	0.0	Alternaria solani:1.1%; Alternaria alternata:0.1%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR29076503	mal	SAMN41447190	PRJNA1113144	Musa acuminata	89.39	5.67	5.67	0.0	Fusarium oxysporum:1.1%; Fusarium odoratissimum:0.4%; Fusarium oxysporum Fo47:0.2%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR17296967	hal	SAMN24283359	PRJNA791339	Solanum lycopersicum	62.73	24.92	24.92	0.0	Fusarium oxysporum:8.4%; Fusarium oxysporum NRRL 32931:1.1%; Fusarium odoratissimum:0.5%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR15607727	hal	SAMN20970459	PRJNA757692	Cicer arietinum	43.86	9.38	0.0	9.38	Phytophthora sojae:3.9%; Phytophthora infestans:0.6%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR35105551	hal	SAMN50762208	PRJNA1309984	Arachis hypogaea	78.42	6.27	6.27	0.0	Fusarium oxysporum:2.3%; Fusarium oxysporum Fo47:1.0%	multi_species	True	host_study	unclear	same-genus secondary (LCA collapse test)
I	ERR392409	mal	SAMEA2293975	PRJEB5141	Zea mays	46.47	35.09	35.09	0.0	Fusarium graminearum:23.0%; Fusarium pseudograminearum:0.2%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR8743107	hal	SAMN11159620	PRJNA527782	Sorghum bicolor	50.1	9.74	9.74	0.0	Fusarium verticillioides 7600:1.7%; Fusarium fujikuroi:0.5%	multi_species	True	abiotic_stress	field	same-genus secondary (LCA collapse test)
I	ERR392407	mal	SAMEA2293973	PRJEB5141	Zea mays	17.53	65.66	65.66	0.0	Fusarium graminearum PH-1:43.2%; Fusarium pseudograminearum:0.2%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	ERR15005476	mal	SAMEA117592953	PRJEB84390	Triticum turgidum	62.35	9.26	9.26	0.0	Puccinia graminis:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR8743110	hal	SAMN11159618	PRJNA527782	Sorghum bicolor	58.56	5.47	5.47	0.0	Fusarium oxysporum:0.8%; Fusarium fujikuroi:0.4%; Alternaria alternata:0.1%	multi_species	True	abiotic_stress	field	same-genus secondary (LCA collapse test)
I	SRR23758657	hal	SAMN33694788	PRJNA302556	Panax ginseng	9.43	4.06	0.0	4.06	Phytophthora parasitica:1.2%; Phytophthora infestans:0.7%	multi_species	True	host_study	field	same-genus secondary (LCA collapse test)
I	DRR857922	mal	SAMD01738046	PRJDB39409	Malus domestica	88.62	5.75	5.75	0.0	Penicillium expansum:0.5%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR18188804	mal	SAMN26350162	PRJNA811707	Citrus sinensis	7.71	41.67	41.67	0.0	Penicillium expansum:4.9%; Penicillium digitatum:1.8%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR33296415	mal	SAMN47852634	PRJNA1248058	Capsicum annuum	80.31	2.88	0.0	2.88	Phytophthora infestans:0.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR38355301	hal	SAMN57531687	PRJNA1458989	Atractylodes macrocephala	55.1	39.46	39.46	0.0	Fusarium oxysporum:12.2%; Fusarium oxysporum Fo47:2.6%; Fusarium oxysporum f. sp. lycopersici:1.9%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR31538827	hal	SAMN45085758	PRJNA1191549	Medicago sativa	64.81	9.59	9.59	0.0	Fusarium oxysporum:3.6%; Fusarium oxysporum Fo47:0.9%; Fusarium oxysporum f. sp. lycopersici:0.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR31011029	hal	SAMN44303680	PRJNA1173312	Mangifera indica	0.0	78.83	78.83	0.0	Colletotrichum siamense:5.9%; Colletotrichum gloeosporioides:4.0%	multi_species	True	host_study	unclear	same-genus secondary (LCA collapse test)
I	SRR18131792	mal	SAMN26135989	PRJNA808992	Citrus reticulata	4.88	42.9	42.9	0.0	Colletotrichum gloeosporioides:14.6%; Colletotrichum siamense:0.2%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR21195568	mal	SAMN30451166	PRJNA872313	Mangifera indica	90.95	1.77	1.77	0.0	Colletotrichum gloeosporioides:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR1425535	mal	SAMN02869669	PRJNA253086	Malus domestica	68.37	24.12	24.12	0.0	Penicillium expansum:23.2%; Penicillium digitatum:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR10291752	hal	SAMN13028303	PRJNA577523	Triticum aestivum	37.37	2.54	2.54	0.0	Blumeria graminis:2.4%; Blumeria graminis f. sp. tritici:1.6%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR23758658	hal	SAMN33694787	PRJNA302556	Panax ginseng	9.27	4.44	0.0	4.44	Phytophthora parasitica:1.3%; Phytophthora infestans:0.7%	multi_species	True	host_study	field	same-genus secondary (LCA collapse test)
I	SRR34708600	mal	SAMN50024741	PRJNA1293538	Zea mays	60.7	28.36	28.36	0.0	Fusarium graminearum:20.0%; Fusarium pseudograminearum:0.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR6793796	mal	SAMN08606367	PRJNA435897	Cucumis sativus	54.18	36.76	36.76	0.0	Fusarium oxysporum:27.1%; Fusarium verticillioides 7600:0.4%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR5488390	hal	SAMN06854201	PRJNA384934	Arabidopsis thaliana	60.59	22.86	22.86	0.0	Fusarium graminearum:10.6%; Fusarium pseudograminearum:2.0%	multi_species	True	host_study	lab	same-genus secondary (LCA collapse test)
I	DRR745649	hal	SAMD01572485	PRJDB33989	Mangifera indica	72.93	20.34	20.34	0.0	Colletotrichum siamense:3.7%; Colletotrichum fructicola:0.5%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR4875314	mal	SAMN05970485	PRJNA352342	Oryza sativa	8.16	6.21	6.21	0.0	Fusarium verticillioides 7600:1.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR38980078	hal	SAMN60589454	PRJNA1474261	Nicotiana tabacum	0.0	98.68	98.68	0.0	Fusarium odoratissimum:27.3%; Fusarium oxysporum:6.0%; Fusarium oxysporum Fo47:0.8%	multi_species	True	host_study	unclear	same-genus secondary (LCA collapse test)
I	SRR38980080	hal	SAMN60589452	PRJNA1474261	Nicotiana tabacum	0.0	98.77	98.77	0.0	Fusarium odoratissimum:27.7%; Fusarium oxysporum:6.0%; Fusarium oxysporum Fo47:0.8%	multi_species	True	host_study	unclear	same-genus secondary (LCA collapse test)
I	SRR29076543	mal	SAMN41447194	PRJNA1113144	Musa acuminata	55.77	24.26	24.26	0.0	Fusarium oxysporum:4.2%; Fusarium odoratissimum:1.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR28979116	hal	SAMN41260994	PRJNA1108966	Castanea mollissima	62.92	7.6	1.02	6.58	Phytophthora sojae:4.8%; Phytophthora infestans:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	ERR5960071	mal	SAMEA8804394	PRJEB45236	Aegilops tauschii subsp. tauschii	23.99	0.69	0.69	0.0	Puccinia graminis:0.6%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	ERR3856843	mal	SAMEA6512709	PRJEB36485	Aegilops tauschii subsp. tauschii	16.37	0.77	0.77	0.0	Puccinia graminis:0.5%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR15742939	hal	SAMN21322331	PRJNA761393	Cicer arietinum	20.31	12.78	0.13	12.65	Phytophthora sojae:5.1%; Phytophthora parasitica:1.4%; Phytophthora infestans:0.9%	multi_species	True			same-genus secondary (LCA collapse test)
I	SRR13824038	hal	SAMN18105297	PRJNA705878	Arabidopsis thaliana	1.29	70.2	70.2	0.0	Fusarium oxysporum:20.9%; Fusarium oxysporum f. sp. lycopersici:5.9%; Fusarium oxysporum NRRL 32931:3.0%; Fusarium verticillioides:0.4%; Fusarium verticillioides 7600:0.2%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	ERR15005464	mal	SAMEA117592941	PRJEB84390	Triticum turgidum	32.02	20.97	20.97	0.0	Puccinia triticina:17.4%; Puccinia graminis:0.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR21484388	hal	SAMN30355426	PRJNA870250	Cicer arietinum	76.33	6.51	6.51	0.0	Fusarium proliferatum:1.7%; Fusarium solani:0.3%; Fusarium fujikuroi:0.1%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR36099375	hal	SAMN53314678	PRJNA1366440	Trifolium pratense	55.39	33.02	33.02	0.0	Fusarium oxysporum:3.2%; Fusarium odoratissimum:1.4%; Fusarium oxysporum f. sp. lycopersici:0.4%	multi_species	True			same-genus secondary (LCA collapse test)
I	SRR38980079	hal	SAMN60589453	PRJNA1474261	Nicotiana tabacum	0.0	98.65	98.65	0.0	Fusarium odoratissimum:27.2%; Fusarium oxysporum:5.8%; Fusarium oxysporum Fo47:0.8%	multi_species	True	host_study	unclear	same-genus secondary (LCA collapse test)
I	DRR857923	mal	SAMD01738046	PRJDB39409	Malus domestica	87.25	5.06	5.06	0.0	Penicillium expansum:0.5%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR13872305	mal	SAMN18192686	PRJNA383548	Fragaria x ananassa	54.13	9.88	0.0	9.88	Phytophthora parasitica:1.8%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	DRR846288	hal	SAMD01766705	PRJDB38620	Gossypium hirsutum	89.59	6.02	6.02	0.0	Fusarium oxysporum f. sp. lycopersici:0.6%; Fusarium odoratissimum:0.3%; Fusarium oxysporum Fo47:0.2%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR15634110	hal	SAMN20959953	PRJNA757397	Zea mays	66.78	14.79	14.79	0.0	Fusarium graminearum:8.8%; Fusarium pseudograminearum:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR22122951	hal	SAMN31544930	PRJNA896484	Chrysanthemum x morifolium	2.61	49.85	49.85	0.0	Fusarium oxysporum:3.7%; Fusarium odoratissimum:1.5%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR15607733	hal	SAMN20970465	PRJNA757692	Cicer arietinum	76.34	5.24	0.0	5.24	Phytophthora sojae:2.0%; Phytophthora parasitica:0.6%; Phytophthora infestans:0.4%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR38355303	hal	SAMN57531685	PRJNA1458989	Atractylodes macrocephala	51.06	35.4	35.4	0.0	Fusarium oxysporum:9.2%; Fusarium oxysporum f. sp. lycopersici:1.3%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR11696431	mal	SAMN14839914	PRJNA605036	Triticum aestivum	28.1	1.55	1.55	0.0	Puccinia graminis:1.4%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	ERR4315266	mal	SAMEA7035908	PRJEB39201	Triticum aestivum	6.91	3.94	3.94	0.0	Puccinia graminis:0.3%	multi_species	True	surveillance	field	same-genus secondary (LCA collapse test)
I	DRR745648	hal	SAMD01572484	PRJDB33989	Mangifera indica	63.8	29.93	29.93	0.0	Colletotrichum siamense:5.5%; Colletotrichum fructicola:0.7%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR14318424	mal	SAMN17118325	PRJNA686475	Brassica rapa	22.82	20.73	20.73	0.0	Fusarium oxysporum:4.3%; Fusarium oxysporum NRRL 32931:0.3%; Fusarium proliferatum:0.1%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR15184338	mal	SAMN17266943	PRJNA747857	Hevea brasiliensis	20.88	71.44	71.44	0.0	Colletotrichum fructicola:5.5%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR38980076	hal	SAMN60589456	PRJNA1474261	Nicotiana tabacum	0.0	98.63	98.63	0.0	Fusarium odoratissimum:28.5%; Fusarium oxysporum:5.9%; Fusarium oxysporum Fo47:0.8%	multi_species	True	host_study	unclear	same-genus secondary (LCA collapse test)
I	SRR9851959	hal	SAMN12389524	PRJNA552611	Linum usitatissimum	14.33	1.65	1.65	0.0	Melampsora larici-populina 98AG31:1.4%; Melampsora lini:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR24764147	hal	SAMN35528896	PRJNA977635	Gossypium barbadense	85.7	5.52	5.52	0.0	Fusarium oxysporum:1.0%; Fusarium odoratissimum:0.3%; Fusarium oxysporum NRRL 32931:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR35900960	hal	SAMN52951026	PRJNA1354640	Fragaria ananassa	63.99	22.32	22.32	0.0	Colletotrichum siamense:5.9%; Colletotrichum gloeosporioides:0.3%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR30567912	mal	SAMN43521154	PRJNA1157721	Viridiplantae	1.08	95.54	95.54	0.0	Fusarium graminearum:79.4%; Fusarium pseudograminearum:0.5%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR11947571	hal	SAMN15097775	PRJNA636958	Arabidopsis thaliana	66.24	28.31	28.31	0.0	Verticillium dahliae:21.1%; Verticillium nonalfalfae:0.3%	multi_species	True	unclear	unclear	same-genus secondary (LCA collapse test)
I	SRR22122955	hal	SAMN31544926	PRJNA896484	Chrysanthemum x morifolium	4.81	31.05	31.05	0.0	Fusarium oxysporum:2.2%; Fusarium fujikuroi:0.1%	multi_species	True	single	lab	same-genus secondary (LCA collapse test)
I	SRR36802771	hal	SAMN53398532	PRJNA1402133	Nicotiana tabacum	0.0	98.06	98.06	0.0	Colletotrichum fructicola:29.7%; Colletotrichum siamense:0.1%	multi_species	True	single	unclear	same-genus secondary (LCA collapse test)
I	SRR37123722	hal	SAMN55075972	PRJNA1419210	Oryza sativa	44.59	27.51	27.51	0.0	Fusarium fujikuroi:3.4%; Fusarium proliferatum:1.7%	multi_species	True	abiotic_stress	field	same-genus secondary (LCA collapse test)
