stratum	Run	mode	BioSample	BioProject	named_host	host_pct	euk_pct	fungi_pct	oomycete_pct	stat_pathogens	co_infection_flag	same_genus_secondary	llm_treatment	llm_study_setting	expected
C	SRR10897990	mal	SAMN13839808	PRJNA601001	Brassica napus	44.59	1.0	1.0	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR27895691	mal	SAMN37953618	PRJNA1031678	Triticum aestivum	81.46	1.61	1.61	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6942243	mal	SAMN06313980	PRJNA372585	Zea mays	91.2	1.96	1.96	0.0	Exserohilum turcicum:1.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR21386559	mal	SAMN30559765	PRJNA874673	Arabidopsis thaliana	91.63	0.85	0.85	0.0	Colletotrichum higginsianum:0.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8895008	mal	SAMN11415862	PRJNA529541	Zea mays	51.38	1.97	1.97	0.0	Fusarium graminearum:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32622537	hal	SAMN47275227	PRJNA1195373	Gossypium hirsutum	92.02	1.99	1.99	0.0	Verticillium dahliae:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12969777	mal	SAMN16632575	PRJNA673988	Zea mays	68.4	1.5	1.5	0.0	Ustilago maydis:1.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR11347471	mal	SAMN13353347	PRJNA591157	Apium graveolens	5.36	1.07	1.07	0.0	Fusarium oxysporum:0.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR21195582	mal	SAMN30451162	PRJNA872313	Mangifera indica	92.15	0.94	0.94	0.0	Colletotrichum siamense:0.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12855399	mal	SAMN16493279	PRJNA670341	Pisum sativum	15.39	0.99	0.99	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12855411	mal	SAMN16493267	PRJNA670341	Pisum sativum	19.48	0.71	0.71	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR17543528	hal	SAMN24663129	PRJNA793045	Zea mays	69.31	1.7	1.7	0.0	Fusarium verticillioides 7600:1.2%	single	False	host_study	lab	single pathogen, lab, low (0.5–2%)
C	SRR28728937	mal	SAMN41001402	PRJNA1101711	Malus domestica	67.78	1.76	1.76	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7266216	hal	SAMN09372104	PRJNA473829	Arabidopsis thaliana	20.21	1.64	1.64	0.0	Botrytis cinerea:1.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8074959	mal	SAMN10245969	PRJNA496584	Solanum lycopersicum	48.47	0.59	0.59	0.0	Botrytis cinerea:0.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12624278	hal	SAMN16109800	PRJNA662936	Solanum lycopersicum	52.42	1.53	1.53	0.0	Botrytis cinerea:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR26277479	hal	SAMN37674674	PRJNA1018845	Brassica napus	83.08	1.65	1.65	0.0	Plenodomus lingam:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR391840	mal	SAMN00767957	PRJNA151285	Zea mays	44.18	1.04	1.04	0.0	Colletotrichum graminicola M1.001:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR30348011	mal	SAMN43305823	PRJNA396467	Glycine max	95.81	1.14	0.0	1.14	Phytophthora sojae:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR39231532	mal	SAMN60980695	PRJNA1479505	Glycine max	87.36	1.05	0.0	1.05		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32908596	mal	SAMN18477938	PRJNA926806	Lens culinaris	47.7	0.61	0.61	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7266235	hal	SAMN09372086	PRJNA473829	Arabidopsis thaliana	18.38	1.2	1.2	0.0	Botrytis cinerea:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR25998742	hal	SAMN37346527	PRJNA1015113	Lactuca sativa	81.64	1.3	1.3	0.0	Sclerotinia sclerotiorum:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267274	hal	SAMN09372993	PRJNA473829	Arabidopsis thaliana	24.14	1.27	1.27	0.0	Botrytis cinerea:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR33296417	mal	SAMN47852634	PRJNA1248058	Capsicum annuum	89.48	0.78	0.0	0.78		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR9875065	mal	SAMN09393900	PRJNA392275	Hordeum vulgare	30.79	0.8	0.8	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6941151	mal	SAMN08777470	PRJNA441157	Brachypodium distachyon	70.74	0.66	0.66	0.0	Zymoseptoria tritici:0.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR1554646	mal	SAMEA4364761	PRJEB14966	Solanum tuberosum	78.42	0.56	0.0	0.56	Phytophthora infestans:0.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12855400	mal	SAMN16493278	PRJNA670341	Pisum sativum	15.48	1.06	1.06	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR19648067	mal	SAMN29040347	PRJNA849030	Hordeum vulgare	26.06	1.08	1.08	0.0	Pyricularia oryzae:0.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR15044364	mal	SAMN20054363	PRJNA743515	Triticum aestivum	73.54	0.67	0.67	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR9937195	hal	SAMN12530069	PRJNA531296	Medicago sativa	64.11	1.49	1.49	0.0	Fusarium verticillioides 7600:1.3%	single	False	abiotic_stress	lab	single pathogen, lab, low (0.5–2%)
C	SRR8871480	hal	SAMN11373555	PRJNA531693	Triticum turgidum	56.02	1.71	1.71	0.0	Fusarium graminearum:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6941179	mal	SAMN08777739	PRJNA441156	Brachypodium distachyon	71.44	0.75	0.75	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8718802	mal	SAMN11111070	PRJNA526829	Oryza sativa	68.77	0.9	0.9	0.0	Pyricularia oryzae:0.9%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8718824	mal	SAMN11111052	PRJNA526829	Oryza sativa	61.92	0.88	0.88	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR13349984	mal	SAMN17140919	PRJNA687280	Cicer arietinum	95.41	0.63	0.63	0.0	Sclerotinia sclerotiorum:0.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR1554649	mal	SAMEA4364761	PRJEB14966	Solanum tuberosum	78.24	0.56	0.0	0.56	Phytophthora infestans:0.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR25670419	hal	SAMN37037256	PRJNA1006415	Glycine max	89.99	1.32	0.0	1.32	Phytophthora sojae:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6941167	mal	SAMN08777740	PRJNA441158	Brachypodium distachyon	69.43	0.53	0.53	0.0	Zymoseptoria tritici:0.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR21386568	mal	SAMN30559766	PRJNA874673	Arabidopsis thaliana	91.23	1.06	1.06	0.0	Colletotrichum higginsianum:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29888326	mal	SAMN42623544	PRJNA1137604	Solanum tuberosum	85.69	1.95	1.95	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR1554656	mal	SAMEA4364762	PRJEB14966	Solanum tuberosum	84.94	0.94	0.0	0.94		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7266262	hal	SAMN09371977	PRJNA473829	Arabidopsis thaliana	13.38	1.12	1.12	0.0	Botrytis cinerea:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR13349983	mal	SAMN17140920	PRJNA687280	Cicer arietinum	95.85	0.54	0.54	0.0	Sclerotinia sclerotiorum:0.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32622489	hal	SAMN47275357	PRJNA1195373	Gossypium hirsutum	92.11	1.46	1.46	0.0	Verticillium dahliae:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12855425	mal	SAMN16493234	PRJNA670341	Pisum sativum	16.35	1.5	1.5	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR19648063	mal	SAMN29040348	PRJNA849030	Hordeum vulgare	26.38	0.92	0.92	0.0	Pyricularia oryzae:0.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7266237	hal	SAMN09372092	PRJNA473829	Arabidopsis thaliana	19.15	1.39	1.39	0.0	Botrytis cinerea:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32622490	hal	SAMN47275356	PRJNA1195373	Gossypium hirsutum	94.31	1.28	1.28	0.0	Verticillium dahliae:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR17319225	hal	SAMN24344819	PRJNA791784	Brassica napus	94.79	1.24	1.24	0.0	Leptosphaeria maculans:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR1554631	mal	SAMEA4364760	PRJEB14966	Solanum tuberosum	80.62	0.57	0.0	0.57	Phytophthora infestans:0.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	DRR195592	mal	SAMD00161419	PRJDB8014	Hordeum vulgare	13.22	1.4	1.4	0.0	Pyricularia oryzae:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR10926629	hal	SAMEA112681301	PRJEB59238	Triticum aestivum	93.0	1.57	1.57	0.0	Fusarium graminearum:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR28352501	mal	SAMN40468098	PRJNA1088402	Morus notabilis	15.67	0.64	0.64	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29888325	mal	SAMN42623545	PRJNA1137604	Solanum tuberosum	86.03	1.88	1.88	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8718801	mal	SAMN11111071	PRJNA526829	Oryza sativa	66.99	1.58	1.58	0.0	Pyricularia oryzae:1.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267209	hal	SAMN09372952	PRJNA473829	Arabidopsis thaliana	23.34	1.84	1.84	0.0	Botrytis cinerea:1.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8871477	hal	SAMN11373556	PRJNA531693	Triticum turgidum	57.51	1.86	1.86	0.0	Fusarium graminearum:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR789109	hal	SAMEA3304729	PRJEB8798	Triticum aestivum	7.15	1.57	1.57	0.0	Zymoseptoria tritici IPO323:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR15005459	mal	SAMEA117592936	PRJEB84390	Triticum turgidum	3.55	0.63	0.63	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29076457	mal	SAMN41447186	PRJNA1113144	Musa acuminata	92.47	1.62	1.62	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR33118885	hal	SAMN47935272	PRJNA1250220	Oryza sativa	89.08	1.58	1.58	0.0	Pyricularia oryzae:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR1607814	mal	SAMEA4415732	PRJEB15280	Triticum aestivum	3.47	0.77	0.77	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR13349981	mal	SAMN17140903	PRJNA687280	Cicer arietinum	93.22	1.52	1.52	0.0	Sclerotinia sclerotiorum:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR13349970	mal	SAMN17140904	PRJNA687280	Cicer arietinum	91.39	1.53	1.53	0.0	Sclerotinia sclerotiorum:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29888312	mal	SAMN42623533	PRJNA1137604	Solanum tuberosum	92.69	0.62	0.62	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR36744958	hal	SAMN54532538	PRJNA1400237	Glycine max	93.96	1.76	0.0	1.76	Phytophthora sojae:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267331	hal	SAMN09372893	PRJNA473829	Arabidopsis thaliana	22.61	1.79	1.79	0.0	Botrytis cinerea:1.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267187	hal	SAMN09372805	PRJNA473829	Arabidopsis thaliana	19.92	1.73	1.73	0.0	Botrytis cinerea:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12855412	mal	SAMN16493266	PRJNA670341	Pisum sativum	18.7	0.85	0.85	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32622358	hal	SAMN47275302	PRJNA1195373	Gossypium hirsutum	91.23	1.44	1.44	0.0	Verticillium dahliae:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12319284	mal	SAMN15640697	PRJNA646251	Oryza sativa	50.73	1.44	1.44	0.0	Pyricularia oryzae:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR19891823	hal	SAMN29406188	PRJNA853857	Zea mays	88.85	1.63	1.63	0.0	Bipolaris maydis:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR10492110	hal	SAMN13305281	PRJNA589993	Oryza sativa	85.3	1.74	1.74	0.0	Fusarium fujikuroi IMI 58289:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12998704	hal	SAMN16686115	PRJNA674985	Triticum aestivum	16.48	1.79	1.79	0.0	Puccinia graminis:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR6335680	mal	SAMEA9434899	PRJEB46468	Solanum lycopersicum	93.47	1.8	1.8	0.0	Fusarium oxysporum:0.9%; Fusarium oxysporum f. sp. lycopersici:0.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR11614152	hal	SAMN14603999	PRJNA625627	Lens culinaris	22.42	1.22	1.22	0.0	Botrytis cinerea:1.1%	single	False	host_study	lab	single pathogen, lab, low (0.5–2%)
C	SRR1793865	hal	SAMN03333097	PRJNA274853	Brassica napus	92.53	1.24	1.24	0.0	Sclerotinia sclerotiorum:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR26277466	hal	SAMN37674686	PRJNA1018845	Brassica napus	84.43	1.09	1.09	0.0	Plenodomus lingam:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32132956	hal	SAMN46422962	PRJNA1215988	Solanum lycopersicum	89.65	1.79	1.79	0.0	Botrytis cinerea:1.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR26511471	hal	SAMN37976899	PRJNA1031966	Vitis vinifera	93.17	1.87	1.87	0.0	Botrytis cinerea:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8136947	mal	SAMN10349348	PRJNA501892	Glycine max	71.01	1.74	1.74	0.0	Sclerotinia sclerotiorum:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267289	hal	SAMN09372744	PRJNA473829	Arabidopsis thaliana	19.76	1.24	1.24	0.0	Botrytis cinerea:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR30326711	mal	SAMN07426858	PRJNA396467	Glycine max	95.37	1.66	0.0	1.66	Phytophthora sojae:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12989781	mal	SAMN16632582	PRJNA673988	Zea mays	80.47	1.38	1.38	0.0	Ustilago maydis:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8191354	hal	SAMN10430645	PRJNA505650	Solanum lycopersicum	30.65	1.33	1.33	0.0	Botrytis cinerea:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR1793815	hal	SAMN03333083	PRJNA274853	Brassica napus	91.39	1.34	1.34	0.0	Sclerotinia sclerotiorum:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7172322	hal	SAMN09214178	PRJNA471709	Glycine max	71.01	1.74	1.74	0.0	Sclerotinia sclerotiorum:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR19648068	mal	SAMN29040349	PRJNA849030	Hordeum vulgare	25.98	0.71	0.71	0.0	Pyricularia oryzae:0.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12319276	mal	SAMN15640698	PRJNA646251	Oryza sativa	51.56	0.97	0.97	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8418290	hal	SAMN10714378	PRJNA513863	Vitis amurensis	59.93	1.4	1.4	0.0	Alternaria alternata:1.1%	single	False	host_study	lab	single pathogen, lab, low (0.5–2%)
C	SRR17194439	mal	SAMN23847277	PRJNA787799	Vitis vinifera	94.37	1.89	1.89	0.0	Lasiodiplodia theobromae:1.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267029	hal	SAMN09372953	PRJNA473829	Arabidopsis thaliana	20.74	1.86	1.86	0.0	Botrytis cinerea:1.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR11497364	hal	SAMN14548801	PRJNA623526	Solanum lycopersicum	27.05	1.51	1.51	0.0	Botrytis cinerea:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	DRR195596	mal	SAMD00161423	PRJDB8014	Hordeum vulgare	13.41	1.78	1.78	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR9875068	mal	SAMN09393901	PRJNA392275	Hordeum vulgare	28.85	1.16	1.16	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6286285	mal	SAMN08017082	PRJNA418175	Oryza sativa	66.43	1.71	1.71	0.0	Pyricularia oryzae:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR30348008	mal	SAMN43305826	PRJNA396467	Glycine max	95.36	1.49	0.0	1.49	Phytophthora sojae:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR1554635	mal	SAMEA4364760	PRJEB14966	Solanum tuberosum	80.31	0.57	0.0	0.57	Phytophthora infestans:0.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR32622377	hal	SAMN47275198	PRJNA1195373	Gossypium hirsutum	92.21	1.28	1.28	0.0	Verticillium dahliae:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7266192	hal	SAMN09372270	PRJNA473829	Arabidopsis thaliana	14.75	1.28	1.28	0.0	Botrytis cinerea:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR17543520	hal	SAMN24663136	PRJNA793045	Zea mays	69.62	1.69	1.69	0.0	Fusarium verticillioides 7600:1.1%	single	False	host_study	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267182	hal	SAMN09372808	PRJNA473829	Arabidopsis thaliana	18.72	1.97	1.97	0.0	Botrytis cinerea:1.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR7267045	hal	SAMN09372903	PRJNA473829	Arabidopsis thaliana	22.4	1.94	1.94	0.0	Botrytis cinerea:1.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR6286283	mal	SAMN08017086	PRJNA418175	Oryza sativa	69.49	1.7	1.7	0.0	Magnaporthe oryzae:1.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR8309951	hal	SAMN10574188	PRJNA509214	Triticum aestivum	60.98	1.63	1.63	0.0	Fusarium graminearum:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR39231474	mal	SAMN60980695	PRJNA1479505	Glycine max	89.9	1.51	0.0	1.51	Phytophthora sojae:1.1%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR13349978	mal	SAMN17140923	PRJNA687280	Cicer arietinum	95.14	1.54	1.54	0.0	Sclerotinia sclerotiorum:1.5%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12855389	mal	SAMN16493251	PRJNA670341	Pisum sativum	16.46	1.39	1.39	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	DRR195591	mal	SAMD00161418	PRJDB8014	Hordeum vulgare	13.65	0.55	0.55	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR26277463	hal	SAMN37674689	PRJNA1018845	Brassica napus	82.78	1.78	1.78	0.0	Plenodomus lingam:1.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR5350336	mal	SAMN06607517	PRJNA379426	Triticum aestivum	1.89	1.26	1.26	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR15222189	hal	SAMN20353635	PRJNA749126	Brassica napus	95.74	1.63	1.63	0.0	Sclerotinia sclerotiorum:1.6%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR25998764	hal	SAMN37346507	PRJNA1015113	Lactuca sativa	76.25	1.17	1.17	0.0	Sclerotinia sclerotiorum:1.0%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR10053811	hal	SAMN12670098	PRJNA563186	Cucumis sativus	96.4	1.54	1.54	0.0	Alternaria alternata:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29888317	mal	SAMN42623552	PRJNA1137604	Solanum tuberosum	90.93	1.4	1.4	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29888333	mal	SAMN42623529	PRJNA1137604	Solanum tuberosum	93.78	0.76	0.76	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR1554638	mal	SAMEA4364760	PRJEB14966	Solanum tuberosum	80.04	0.71	0.0	0.71	Phytophthora infestans:0.7%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12319277	mal	SAMN15640698	PRJNA646251	Oryza sativa	51.51	0.97	0.97	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	ERR5928221	mal	SAMEA8755879	PRJEB45007	Oryza sativa	68.33	1.44	1.44	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR19346780	mal	SAMN28576571	PRJNA841073	Solanum lycopersicum	92.56	0.63	0.63	0.0	Fusarium oxysporum f. sp. lycopersici:0.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR27895704	mal	SAMN37953619	PRJNA1031678	Triticum aestivum	79.1	1.23	1.23	0.0		single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR12624241	hal	SAMN16109826	PRJNA662936	Solanum lycopersicum	32.73	1.88	1.88	0.0	Botrytis cinerea:1.8%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR1793909	hal	SAMN03333100	PRJNA274853	Brassica napus	93.37	1.26	1.26	0.0	Sclerotinia sclerotiorum:1.2%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR21796864	hal	SAMN31143198	PRJNA886841	Oryza sativa	89.15	1.29	1.29	0.0	Rhizoctonia solani:1.3%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
C	SRR29061984	hal	SAMN41430534	PRJNA1112547	Oryza sativa	89.98	1.46	1.46	0.0	Ustilaginoidea virens:1.4%	single	False	single	lab	single pathogen, lab, low (0.5–2%)
