mode	Run	BioSample	BioProject	biosample_rep	sra_organism	stat_top_pathogen	stat_top_pct	meta_pathogen	mismatch_flag	bp_title
mal	SRR23959443	SAMN33907102	PRJNA854212	True	Candidatus Liberibacter asiaticus	Cucumber mosaic virus	10.59	candidatus liberibacter asiaticus	stat_conflict	"Pathogenicity and Transcriptomic Analyses of Two ""Candidatus Liberibacter asiaticus"" Strains Harboring Different Types of Phages."
mal	ERR3170188	SAMEA5366310	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis	0.71	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR1607749	SAMEA4415667	PRJEB15280	True	Puccinia striiformis	Puccinia graminis	0.15	puccinia striiformis f. sp. tritici	all_match	Pathogenomic Analysis of Wheat Yellow Rust Lineages Detects Seasonal Variation and Host Specificity.
mal	ERR15005463	SAMEA117592940	PRJEB84390	True	Puccinia triticina	Puccinia graminis	0.26	puccinia triticina	all_match	k-mer-based GWAS reveals a candidate avirulence gene and structural variation in Puccinia triticina linked to gain of Lr20 virulence.
mal	ERR3170278	SAMEA5366400	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis	1.45	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315231	SAMEA7035873	PRJEB39201	True	Puccinia striiformis f. sp. tritici	Zymoseptoria tritici	8.41	puccinia striiformis f. sp. tritici	stat_conflict	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR13349969	SAMN17140929	PRJNA687280	True	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum	48.43	sclerotinia sclerotiorum	all_match	Analysis of differentially expressed Sclerotinia sclerotiorum genes during the interaction with moderately resistant and highly susceptible chickpea lines.
mal	ERR12013050	SAMEA114317569	PRJEB65589	True	Puccinia graminis f. sp. tritici	Zymoseptoria tritici	10.31		stat_conflict	How to curtail the rise in wheat stem rust infections in western Europe
mal	SRR10129580	SAMN12751709	PRJNA565562	True	Pectobacterium brasiliense	Pectobacterium carotovorum	54.04	pectobacterium carotovorum subsp. brasiliense	all_match	Horizontally Acquired Quorum-Sensing Regulators Recruited by the PhoP Regulatory Network Expand the Host Adaptation Repertoire in the Phytopathogen Pectobacterium brasiliense.
mal	ERR3170192	SAMEA5366314	PRJEB31334	True	Puccinia striiformis	Puccinia graminis f. sp. tritici CRL 75-36-700-3	0.68	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315182	SAMEA7035824	PRJEB39201	True	Puccinia striiformis f. sp. tritici	Zymoseptoria tritici	3.58	puccinia striiformis f. sp. tritici	stat_conflict	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR28704971	SAMN40982026	PRJNA1100932	True	Penicillium italicum	Penicillium expansum	6.45	penicillium italicum	all_match	SntB Affects Growth to Regulate Infecting Potential in Penicillium italicum.
mal	SRR14386301	SAMN18876192	PRJNA725323	True	Puccinia triticina	Puccinia graminis	1.35	puccinia triticina	all_match	Physical separation of haplotypes in dikaryons allows benchmarking of phasing accuracy in Nanopore and HiFi assemblies with Hi-C data.
mal	SRR13349991	SAMN17140916	PRJNA687280	True	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum	48.62	sclerotinia sclerotiorum	all_match	Analysis of differentially expressed Sclerotinia sclerotiorum genes during the interaction with moderately resistant and highly susceptible chickpea lines.
mal	ERR4315613	SAMEA7036256	PRJEB39201	True	Puccinia striiformis f. sp. tritici	Parastagonospora nodorum	0.79	puccinia striiformis f. sp. tritici	stat_conflict	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR13349993	SAMN17140915	PRJNA687280	True	Sclerotinia sclerotiorum	Botrytis cinerea	1.16	sclerotinia sclerotiorum	stat_conflict	Analysis of differentially expressed Sclerotinia sclerotiorum genes during the interaction with moderately resistant and highly susceptible chickpea lines.
mal	SRR1509190	SAMN02905028	PRJNA254725	True	Alternaria brassicicola	Pyrenophora teres	0.16	alternaria brassicicola	stat_conflict	Transcriptional responses of the Bdtf1-deletion mutant to the phytoalexin brassinin in the necrotrophic fungus Alternaria brassicicola.
mal	SRR28892960	SAMN41205806	PRJNA1107791	True	Hyaloperonospora arabidopsidis	Phytophthora sojae	0.2	hyaloperonospora arabidopsidis	stat_conflict	Deciphering pathogenicity and development in obligate downy mildew pathogen using small RNA approach
mal	SRR13349965	SAMN17140932	PRJNA687280	True	Sclerotinia sclerotiorum	Sclerotinia sclerotiorum	50.23	sclerotinia sclerotiorum	all_match	Analysis of differentially expressed Sclerotinia sclerotiorum genes during the interaction with moderately resistant and highly susceptible chickpea lines.
mal	DRR857918	SAMD01738045	PRJDB39409	True	Penicillium italicum	Penicillium expansum	1.82	penicillium expansum	all_match	Transcriptomic Analysis of Apple in Response to Penicillium Infection (PRJCA046491)
mal	SRR4875316	SAMN05970490	PRJNA352342	True	Fusarium fujikuroi	Fusarium verticillioides 7600	1.56	fusarium fujikuroi	all_match	Comparative genomics of geographically distant Fusarium fujikuroi isolates revealed two distinct pathotypes correlating with secondary metabolite profiles.
mal	ERR3188469	SAMEA5366288	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	1.15	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR12013049	SAMEA114317568	PRJEB65589	True	Puccinia graminis f. sp. tritici	Zymoseptoria tritici	9.78		stat_conflict	How to curtail the rise in wheat stem rust infections in western Europe
mal	ERR3188480	SAMEA5366299	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	0.69	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3188451	SAMEA5366270	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	1.07	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3170263	SAMEA5366385	PRJEB31334	True	Puccinia striiformis	Puccinia graminis f. sp. tritici CRL 75-36-700-3	0.4	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR6847891	SAMEA9973424	PRJEB47693	True	Puccinia graminis f. sp. tritici	Zymoseptoria tritici	21.67	puccinia graminis f. sp. tritici	stat_conflict	Wheat stem rust recorded for the first time in decades in Ireland.
mal	ERR3188471	SAMEA5366290	PRJEB31334	True	Puccinia striiformis	Puccinia graminis f. sp. tritici CRL 75-36-700-3	0.36	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR34708598	SAMN50024743	PRJNA1293538	True	Fusarium graminearum	Fusarium graminearum	19.17	fusarium graminearum	all_match	Differential Gene Expression in Fusarium Head Blight Pathogens Facilitates Root Infection of Wheat, Maize, and Soybean.
mal	ERR3170224	SAMEA5366346	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	1.33	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3188452	SAMEA5366271	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	1.49	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3300876	SAMEA5585406	PRJEB32362	True	Pectobacterium carotovorum subsp. carotovorum	Pectobacterium versatile	0.52	pectobacterium carotovorum subsp. carotovorum	all_match	RNA-seq of Pectobacterium carotovorum subsp. carotovorum and P. polaris infecting potato at 24, 48 and 72 hpi, and grown on M9 solid minimal medium at 24 hpi
mal	ERR3383640	SAMEA5723245	PRJEB33109	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	1.5	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR392410	SAMEA2293976	PRJEB5141	True	Fusarium graminearum	Fusarium pseudograminearum	0.2	fusarium graminearum	all_match	Gene expression of F.graminearum for maize stalk infection
mal	ERR12013065	SAMEA114317585	PRJEB65589	True	Puccinia graminis f. sp. tritici	Puccinia graminis	35.03		all_match	How to curtail the rise in wheat stem rust infections in western Europe
mal	SRR579539	SAMN01737616	PRJNA176472	True	Puccinia striiformis f. sp. tritici	Puccinia graminis	8.82	puccinia striiformis	all_match	The genetic architecture of colonization resistance in Brachypodium distachyon to non-adapted stripe rust (Puccinia striiformis) isolates.
mal	ERR3170279	SAMEA5366401	PRJEB31334	True	Puccinia striiformis	Pyrenophora tritici-repentis Pt-1C-BFP	0.19	puccinia striiformis f. sp. tritici	stat_conflict	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3383641	SAMEA5723246	PRJEB33109	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	1.25	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3188465	SAMEA5366284	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	1.01	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR15005503	SAMEA117592980	PRJEB84390	True	Puccinia triticina	Zymoseptoria tritici	11.91	puccinia triticina	stat_conflict	k-mer-based GWAS reveals a candidate avirulence gene and structural variation in Puccinia triticina linked to gain of Lr20 virulence.
mal	ERR12013064	SAMEA114317584	PRJEB65589	True	Puccinia graminis f. sp. tritici	Puccinia graminis	14.11		all_match	How to curtail the rise in wheat stem rust infections in western Europe
mal	SRR28763257	SAMN40926576	PRJNA1092066	True	Fusarium oxysporum f. sp. lactucae	Fusarium oxysporum	1.09	fusarium oxysporum f. sp. lactucae	all_match	Comparative genomics and transcriptomics reveal differences in effector complement and expression between races of Fusarium oxysporum f.sp. lactucae.
mal	ERR4315357	SAMEA7035999	PRJEB39201	True	Puccinia striiformis f. sp. tritici	Pyrenophora tritici-repentis	0.55	puccinia striiformis f. sp. tritici	stat_conflict	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR4315525	SAMEA7036167	PRJEB39201	True	Puccinia striiformis f. sp. tritici	Zymoseptoria tritici	2.34	puccinia striiformis f. sp. tritici	stat_conflict	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3170275	SAMEA5366397	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	1.24	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3170274	SAMEA5366396	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	1.17	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	DRR858801	SAMD01738052	PRJDB39595	True	Fusarium graminearum	Fusarium graminearum	66.02	fusarium graminearum	all_match	Transcriptome sequencing of PH-1 and mutant deltaFgDUG3 of Fusarium gramineum (PRJCA046855)
mal	ERR4315277	SAMEA7035919	PRJEB39201	True	Puccinia striiformis f. sp. tritici	Exserohilum turcicum	0.1	puccinia striiformis f. sp. tritici	stat_conflict	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR12013055	SAMEA114317574	PRJEB65589	True	Puccinia graminis f. sp. tritici	Puccinia graminis	31.06		all_match	How to curtail the rise in wheat stem rust infections in western Europe
mal	SRR18131792	SAMN26135989	PRJNA808992	True	Colletotrichum gloeosporioides	Colletotrichum gloeosporioides	14.62	colletotrichum gloeosporioides	all_match	RNA-Seq of Colletotrichum gloeosporioides during the infection of the model moss Physcomitrium patens
mal	ERR3188460	SAMEA5366279	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis f. sp. tritici	0.59	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR12252986	SAMEA114594380	PRJEB68334	True	Blumeria graminis f. sp. tritici	Xanthomonas oryzae	0.2	blumeria graminis f. sp. tritici	stat_conflict	Multiple routes to fungicide resistance: Interaction of Cyp51 gene sequences, copy number and expression.
mal	ERR6847894	SAMEA9973427	PRJEB47693	True	Puccinia graminis f. sp. tritici	Puccinia graminis	26.7	puccinia graminis f. sp. tritici	all_match	Wheat stem rust recorded for the first time in decades in Ireland.
mal	ERR3188475	SAMEA5366294	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis	1.7	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	ERR3170246	SAMEA5366368	PRJEB31334	True	Puccinia striiformis	Puccinia striiformis	1.25	puccinia striiformis f. sp. tritici	all_match	Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.
mal	SRR28892959	SAMN41205807	PRJNA1107791	True	Hyaloperonospora arabidopsidis	Phytophthora sojae	0.17	hyaloperonospora arabidopsidis	stat_conflict	Deciphering pathogenicity and development in obligate downy mildew pathogen using small RNA approach
mal	SRR13872304	SAMN18192687	PRJNA383548	True	Phytophthora cactorum	Phytophthora infestans	1.97	phytophthora cactorum	all_match	Comparative Analysis of Host-Associated Variation in Phytophthora cactorum.
mal	SRR9997714	SAMN12592019	PRJNA560644	True	Exserohilum turcicum	Exserohilum turcica Et28A	17.97	exserohilum turcicum	all_match	Time-Course RNAseq Reveals Exserohilum turcicum Effectors and Pathogenicity Determinants.
mal	ERR12013061	SAMEA114317581	PRJEB65589	True	Puccinia graminis f. sp. tritici	Puccinia triticina	11.44		all_match	How to curtail the rise in wheat stem rust infections in western Europe
mal	SRR22406851	SAMN31868390	PRJNA905255	True	Fusarium pseudograminearum	Fusarium pseudograminearum	26.46	fusarium pseudograminearum	all_match	transcriptome of Fusarium pseudograminearum infecting wheat
