Run	fungi_pct	oomycota_pct	nematoda_pct	analyzed
ERR1954101	1.8867776869444821	0.0	0.0	9711319
ERR1905196	0.0	0.0	0.0	3230425
ERR5696254	0.0	0.0	0.0	5051794
ERR3383639	3.397329115795005	0.0	0.0	28747259
ERR2593106	0.78539176034676	0.0	0.0	47994010
ERR3170262	3.8536305074021335	0.0	0.0	22840306
SRR9875066	1.744584311856559	0.0	0.0	54020605
ERR4315430	0.1762346052851484	0.0	0.0	23389277
ERR1224584	0.0	0.0	0.0	22815982
SRR28258083	84.77803293551193	0.0	0.0	16944203
ERR3188443	2.766693802487778	0.0	0.0	24656216
ERR3856832	0.6429316678603162	0.0	0.0	61743420
SRR1587433	0.8197907099545216	0.0	0.0	46147632
SRR7640301	0.0	0.0	0.0	46677996
SRR12855391	0.0	0.0	0.0	31493241
SRR11214605	63.71414531397785	0.0	0.0	13414704
SRR16005725	55.05936774124181	0.0	0.0	29891907
SRR6059243	0.0	4.3624270180004014	0.0	117304610
SRR33696076	40.67329912489559	0.0	0.0	51547906
SRR39651400	0.0	0.0	0.0	23194728
SRR32908583	0.0	0.0	0.0	188953247
SRR32938339	1.0640124630580239	5.310228917980594	0.0	79229993
SRR391843	1.882285251447828	0.0	0.0	9420145
SRR28266342	0.0	0.0	0.0	29481538
ERR3500514	0.0	0.0	0.0	43292166
ERR3856818	0.48041551525965187	0.0	0.0	17288992
SRR14871470	0.0	0.43445296668518635	0.0	54050730
ERR4315412	0.47664259281804566	0.0	0.0	19581968
SRR32620576	53.249502695528406	0.0	0.0	14547426
SRR30278502	0.0	0.0	0.0	20141476
SRR32908641	0.0	0.0	0.0	98586807
SRR18901623	0.0	0.0	0.0	28905694
SRR18901622	0.0	0.0	0.0	29524636
SRR18901625	0.0	0.0	0.0	29641505
SRR18901624	0.0	0.0	0.0	29869916
SRR38814971	0.0	0.0	0.0	26176960
ERR6335671	0.7246659243752385	0.0	0.0	53392327
ERR13150773	2.6249506583321325	0.0	0.0	23013004
ERR5960080	0.646423875175395	0.0	0.0	11835423
SRR1562182	0.1561078403120768	0.0	0.0	21889996
SRR8465327	0.0	0.0	0.0	26417171
ERR12013073	27.94999105431415	0.0	0.0	9758894
SRR18253622	0.0	0.0	0.0	47211004
SRR28704973	37.09175781063587	0.0	0.0	21855807
SRR29076533	25.030067292088482	0.0	0.0	26498063
SRR29888324	1.8996452400384964	0.0	0.0	40480611
SRR13577175	0.32367231532219054	0.0	0.0	41389082
ERR1607750	1.6707065649370239	0.0	0.0	20195228
ERR4315608	0.40081277076711175	0.0	0.0	23113036
SRR9050961	5.070478296280014	0.0	0.0	53770667
SRR19521788	0.0	0.0	0.0	71552674
SRR12149179	21.513849233034723	0.0	0.0	47453061
SRR22756187	0.0	0.0	0.0	39407874
SRR31647329	0.5255588092580538	0.0	0.0	9072058
SRR2134893	0.0	0.0	0.0	62527298
ERR789378	35.68212359359757	0.0	0.0	39201173
SRR1576784	18.26965530429458	0.0	0.0	32762085
SRR3233285	0.6077214742551915	0.0	0.0	35157224
SRR7251386	0.0	0.0	0.0	28218001
SRR12676687	35.92810350491577	0.0	0.0	26583549
SRR33330108	34.5533550972681	0.0	0.0	35856874
ERR4315202	0.0	0.0	0.0	18597776
SRR22756164	0.1636871331464968	0.0	0.0	40293332
SRR17137499	0.0	0.10807104600952233	0.0	230467835
ERR3188431	1.569570843654141	0.0	0.0	20254390
